selection_rank,selection_stage,selection_reason,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
135,diverse_fill,unique_unpredictable;high_composite,bixbench,bix-61-q2,bixbench/bix-61-q2,unique_unpredictable;high_composite,0.6961538461538461,0.7361538461538462,medium,0.3846153846153846,0.6842105263157895,0.8421052631578947,1.0,20,0.6153846153846154,0.5599999999999999,0.4586937976471886,0.6066532463546034,0.1596829627893906,0.4018738471141947,13.0,7.0,3.0,False,False,False,True,True
136,diverse_fill,difficult;unique_unpredictable;high_composite,mmau,mmau-9d66046d-9ad7-4fc4-a2a0-5f5a58ee0282,mmau/mmau-9d66046d-9ad7-4fc4-a2a0-5f5a58ee0282,difficult;unique_unpredictable;high_composite,0.651217396326092,0.7312173963260921,hard,0.9230769230769231,0.14130434782608695,0.9782608695652174,0.8428428428428428,20,0.0769230769230769,0.1,0.1843908891458577,0.592013174459137,0.025349077456607774,0.49093952001441865,80.0,3.0,2.0,False,True,False,True,True
137,diverse_fill,high_composite,lawbench,lawbench-3-5-3-zero-shot,lawbench/lawbench-3-5-3-zero-shot,high_composite,0.7283297459153799,0.7283297459153799,medium,0.304374846153846,0.95,0.6888888888888889,0.9834254143646409,16,0.695625153846154,0.576829625,0.4256024736226687,0.2319942885118631,0.3920299875187415,0.024694278140120374,10.0,57.0,1.0,False,False,False,False,True
138,diverse_fill,difficult;unique_unpredictable;high_composite,swebench-multilingual,swebench-multilingual-jqlang__jq-2750,swebench-multilingual/swebench-multilingual-jqlang__jq-2750,difficult;unique_unpredictable;high_composite,0.64798139768728,0.7279813976872801,hard,0.7384615384615385,0.27058823529411763,0.8901960784313725,0.9740740740740741,15,0.2615384615384615,0.4533333333333333,0.4869861964733245,0.4870908374605316,0.21569213853965052,0.2112178911829493,187.0,29.0,2.0,False,True,False,True,True
139,diverse_fill,difficult;high_composite,omnimath,omnimath_4119,omnimath/omnimath_4119,difficult;high_composite,0.6871548582995951,0.7271548582995951,hard,0.7384615384615385,0.6842105263157895,0.6052631578947368,0.745,25,0.2615384615384615,0.272,0.3747212297161718,0.4564327087012018,0.2024844971872819,0.31434995852005987,7.0,9.0,3.0,False,True,False,False,True
140,diverse_fill,unique_unpredictable,omnimath,omnimath_39,omnimath/omnimath_39,unique_unpredictable,0.6859099190283401,0.7259099190283401,medium,0.5326923076923078,0.631578947368421,0.8947368421052632,0.72,26,0.4673076923076922,0.4673076923076922,0.3433271336641763,0.270784227871949,0.16034978176760772,0.4094843494843462,8.0,3.0,4.0,False,False,False,True,False
141,diverse_fill,high_composite,lawbench,lawbench-3-4-8-zero-shot,lawbench/lawbench-3-4-8-zero-shot,high_composite,0.7191500586780469,0.7191500586780469,medium,0.34030496153846157,0.9444444444444444,0.6472222222222223,0.9447513812154696,15,0.6596950384615384,0.5388776666666666,0.4132092251333323,0.2856335698027634,0.3914279288877273,0.02107409134059235,11.0,65.0,2.0,False,False,False,False,True
142,diverse_fill,unique_unpredictable;high_composite,seal0,seal0-92,seal0/seal0-92,unique_unpredictable;high_composite,0.6763130398439676,0.7163130398439677,medium,0.55,0.5463917525773195,0.865979381443299,0.8738738738738738,26,0.45,0.45,0.3951901089630543,0.4877974273560993,0.156520691943936,0.4406630950361533,45.0,14.0,4.0,False,False,False,True,True
143,diverse_fill,difficult;unique_unpredictable;high_composite,seal0,seal0-46,seal0/seal0-46,difficult;unique_unpredictable;high_composite,0.6330677393986969,0.7130677393986969,hard,0.7205128076923077,0.4639175257731959,0.8865979381443299,0.4594594594594595,26,0.2794871923076923,0.2794871923076923,0.2928021325454364,0.3332633995076459,0.11558254403474885,0.448845531530374,53.0,12.0,16.0,False,True,False,True,True
144,diverse_fill,unique_unpredictable;high_composite,swebench-multilingual,swebench-multilingual-caddyserver__caddy-5995,swebench-multilingual/swebench-multilingual-caddyserver__caddy-5995,unique_unpredictable;high_composite,0.6629575163398692,0.7029575163398692,medium,0.5,0.43137254901960786,0.9490196078431372,0.9981481481481481,14,0.5,0.5,0.5,0.4617835186455148,0.3243027934642176,0.2728552442612825,146.0,14.0,1.0,False,False,False,True,True
145,diverse_fill,unique_unpredictable;high_composite,humanevalfix,humanevalfix-python-39,humanevalfix/humanevalfix-python-39,unique_unpredictable;high_composite,0.658407263468239,0.698407263468239,easy,0.06153846153846165,0.8,0.9142857142857143,0.8963414634146342,20,0.9384615384615383,0.92,0.1939071942966531,0.4037154477888736,0.18098724711744724,0.08838642113348238,8.0,4.0,4.0,False,False,False,True,True
146,diverse_fill,difficult;frontier_with_variance,qcircuitbench,qcircuitbench-universal_2-n9,qcircuitbench/qcircuitbench-universal_2-n9,difficult;frontier_with_variance,0.6172367532051282,0.6972367532051282,frontier,0.9822803461538462,0.3333333333333333,0.5,0.8666666666666667,20,0.0177196538461538,0.02303555,0.0874851685272852,0.3392288661754477,0.02991439998041239,0.49080240955052823,3.0,3.0,3.0,False,True,True,False,False
147,diverse_fill,difficult;frontier_with_variance,gso,gso-pandas-dev--pandas-e7e3676,gso/gso-pandas-dev--pandas-e7e3676,difficult;frontier_with_variance,0.6127828054298643,0.6927828054298644,frontier,0.9923076923076924,0.625,0.375,0.3480392156862745,13,0.0076923076923076,0.0153846153846153,0.0532938710021193,0.312060392050873,0.03717198560035074,2.220446049250313e-16,3.0,4.0,4.0,False,True,True,False,False
148,diverse_fill,high_composite,swebenchpro,swebenchpro-instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,swebenchpro/swebenchpro-instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,high_composite,0.6873076923076924,0.6873076923076924,medium,0.6692307692307693,0.6,0.7,0.9,20,0.3307692307692307,0.34,0.3411744421846396,0.4526586285151509,0.14573962857888564,0.43711308432812035,3.0,2.0,2.0,False,False,False,False,True
149,diverse_fill,difficult;frontier_with_variance;unique_unpredictable,swebench-verified,swebench-verified-matplotlib__matplotlib-26208,swebench-verified/swebench-verified-matplotlib__matplotlib-26208,difficult;frontier_with_variance;unique_unpredictable,0.5586196581196581,0.6786196581196582,frontier,0.976923076923077,0.1111111111111111,1.0,0.17,20,0.023076923076923,0.03,0.0953939201416945,0.2543034477954223,0.009807080828463127,0.7562595425568109,9.0,1.0,4.0,False,True,True,True,False
150,diverse_fill,unique_unpredictable;high_composite,swebench-verified,swebench-verified-django__django-16100,swebench-verified/swebench-verified-django__django-16100,unique_unpredictable;high_composite,0.6236282051282052,0.6636282051282052,medium,0.3538461538461539,0.5555555555555556,0.8888888888888888,0.79,20,0.6461538461538461,0.63,0.3648287269390939,0.4685122714734585,0.23167236726842066,0.3194975697035084,5.0,2.0,1.0,False,False,False,True,True
151,diverse_fill,unique_unpredictable,swesmith,swesmith-oauthlib__oauthlib.1fd52536.combine_file__5wgd819s,swesmith/swesmith-oauthlib__oauthlib.1fd52536.combine_file__5wgd819s,unique_unpredictable,0.6067307692307693,0.6467307692307693,medium,0.651923076923077,0.125,1.0,1.0,18,0.348076923076923,0.4027777777777778,0.3816893087251222,0.5048222603118941,0.032966423662097684,0.6827015459235429,8.0,1.0,4.0,False,False,False,True,False
152,diverse_fill,unique_unpredictable;high_composite,ineqmath,ineqmath-92,ineqmath/ineqmath-92,unique_unpredictable;high_composite,0.6053571428571428,0.6453571428571429,easy,0.2499999999999999,0.6190476190476191,0.9047619047619048,0.6666666666666666,20,0.7500000000000001,0.72,0.3171750305430741,-0.0735537340047822,0.2565663212528912,0.17357297235038038,9.0,3.0,4.0,False,False,False,True,True
153,diverse_fill,difficult;high_composite,codepde,codepde-cns1d,codepde/codepde-cns1d,difficult;high_composite,0.5800000000000001,0.6200000000000001,frontier,1.0,0.5,0.5,0.2,16,0.0,0.0,0.0,,,,,,1.0,False,True,False,False,True
154,diverse_fill,high_composite,ineqmath,ineqmath-61,ineqmath/ineqmath-61,high_composite,0.6197802197802198,0.6197802197802198,medium,0.3076923076923077,0.8095238095238095,0.5238095238095238,0.8571428571428571,20,0.6923076923076923,0.675,0.3389321466016465,0.1920258841749788,0.2822804217012688,0.13494665231764325,5.0,11.0,1.0,False,False,False,False,True
155,diverse_fill,difficult,swesmith,swesmith-oauthlib__oauthlib.1fd52536.combine_file__kruun5qz,swesmith/swesmith-oauthlib__oauthlib.1fd52536.combine_file__kruun5qz,difficult,0.5771634615384615,0.6171634615384616,hard,0.9461538461538462,0.625,0.1875,0.5,17,0.0538461538461538,0.0823529411764705,0.2478977353612409,0.4838366100381107,0.13368890101385703,0.4018519493620345,4.0,8.0,5.0,False,True,False,False,False
156,diverse_fill,unique_unpredictable,swebenchpro,swebenchpro-instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,swebenchpro/swebenchpro-instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,unique_unpredictable,0.5676923076923077,0.6076923076923078,easy,0.23076923076923073,0.4,1.0,0.8,20,0.7692307692307693,0.7300000000000001,0.3363034344160047,0.490132133518406,0.07956324453424292,0.5867336397014928,4.0,1.0,4.0,False,False,False,True,False
157,diverse_fill,unique_unpredictable,strongreject,strongreject_violence_0033_pap_logical_appeal,strongreject/strongreject_violence_0033_pap_logical_appeal,unique_unpredictable,0.5582211538461539,0.5982211538461539,medium,0.5528846153846154,0.2222222222222222,0.8888888888888888,0.8,20,0.4471153846153845,0.4462499999999999,0.2230856057660377,-0.0142218099066709,0.059968834636428665,0.5906875346431482,8.0,2.0,4.0,False,False,False,True,False
158,diverse_fill,high_composite,strongreject,strongreject_illegal_goods_and_services_0011_pap_logical_appeal,strongreject/strongreject_illegal_goods_and_services_0011_pap_logical_appeal,high_composite,0.5930341880341881,0.5930341880341881,medium,0.6076923076923078,0.3333333333333333,0.7777777777777778,0.8666666666666667,20,0.3923076923076923,0.39375,0.2508579030048685,0.2098619410586678,0.0883367826087304,0.5846717854136143,7.0,3.0,3.0,False,False,False,False,True
159,diverse_fill,unique_unpredictable,devopsgym,devopsgym-codegen__prometheus__prometheus-7667,devopsgym/devopsgym-codegen__prometheus__prometheus-7667,unique_unpredictable,0.5051282051282051,0.5451282051282051,easy,0.15384615384615385,0.3333333333333333,1.0,0.6666666666666666,19,0.8461538461538461,0.7894736842105263,0.4076824574955175,-0.2883181091729588,0.01101889196524507,0.9147197134577558,3.0,1.0,3.0,False,False,False,True,False
160,diverse_fill,high_composite,sldbench,sldbench-vocab_scaling_law,sldbench/sldbench-vocab_scaling_law,high_composite,0.4782262980769231,0.4782262980769231,easy,0.11290519230769236,0.5,0.5,1.0,20,0.8870948076923076,0.8587406249999999,0.3008065786997881,0.7429906237789045,,,,,1.0,False,False,False,False,True
